Site,1dist,2dist,3dist,4dist,5dist,11dist,12dist,13dist,14dist,21dist,22dist,23dist,24dist,31dist,32dist,33dist,41dist,42dist,51dist,52dist,111dist,112dist,121dist,122dist,123dist,124dist,131dist,133dist,141dist,142dist,211dist,221dist,231dist,242dist,243dist,311dist,312dist,313dist,322dist,324dist,331dist,412dist,423dist,511dist,512dist,523dist,111surf,112surf,121surf,122surf,123surf,124surf,131surf,132,133surf,141surf,142surf,211surf,212,213,221surf,222,223,231surf,241,242surf,243surf,244,311surf,312surf,313surf,321,322surf,323,324surf,331surf,332,333,334,335,411,412surf,421,422,423surf,511surf,512surf,521,522,523surf,1surf,11surf,12surf,13surf,14surf,2surf,21surf,22surf,23surf,24surf,3surf,31surf,32surf,33surf,4surf,41surf,42surf,5surf,51surf,52surf,REF....SUBSTANCE,PERIOD,X6.benzylaminopurine,Aclonifen,Ametoctradin,Anthraquinone,Azoxystrobin,Benalaxyl,Boscalid,Captan,Carbendazim,Chlorothalonil,Chlorpropham,Chlorpyrifos.methyl,Clethodim,Cyflufenamid,Cymoxanil,Cyprodinil,Difenoconazole,Dimethomorph,Dimoxystrobin,Dodine,Ethofumesate,Fenoxycarb,Fenpropathrin,Fenpropimorph,Flonicamid,Fluazifop,Fluazinam,Fludioxonil,Fluopicolide,Fluopyram,Flupyradifurone,Flutolanil,Fluxapyroxad,Indoxacarb,Isofetamid,Metalaxyl,Metamitron,Methiocarb_total,Methoxyfenozide,Metobromuron,Metolachlor,Metrafenone,Penconazole,Pendimethalin,Phenmedipham,Phosmet,Pirimicarb,Prochloraz,Propyzamide,Prosulfocarb,Prothioconazole_d,Pyraclostrobin,Pyrimethanil,Quinoxyfen,Spinosad,Spirotetramat,Spiroxamine,Tau.fluvalinate,Tebuconazole,Tebufenozide,Tetraconazole,Thiabendazole,Thiacloprid,Thiophanate.methyl,Tri.allate,Trifloxystrobin,Zoxamide,Benfluralin,Benzovindiflupyr,Chlorantraniliprole,Coumaphos,Cyazofamid,Diphenylamine,Fenbuconazole,Fenpropidin,Nicosulfuron,Piperonylbutoxide,Prosulfuron,Simazine,Terbuthylazine,Deet,Dieldrin,Diflufenican,Epoxiconazole,Fenamidone,Mandipropamid,Propamocarb,Trifluralin,Cycloate,Pentachloroanisol,Propiconazole,Bupirimate,Etofenprox,Fenhexamid,Metconazole,Flucythrinate,Benthiavalicarb.iso,Cyflumetofen,Ethirimol,Imidacloprid,Propanil,Iprovalicarb,Hexaconazole,Methabenzthiazuron,Chlorotoluron,Propargite,Aldrin,Cyanofenphos,Cypermethrin,Pencycuron,X2.phenylphenol,Famoxadone,Tetradifon,Flufenacet,SEASON_x,Fungicide,Insecticide,Herbicide,Other_pesticides,LMR_Fungicide,LMR_Insecticide,LMR_Herbicide,LMR_Other_pesticides,Lead,Cadmium,Arsenic,Mercury,Copper,Chrome,Zinc,SEASON_y,Limit_Lead,Limit_Cadmium,Limit_Arsenic,Limit_Mercury,Limit_Copper,Presence_Lead,Presence_Cadmium,Presence_Arsenic,Presence_Mercury,Presence_Copper
F0005,741.88320407904,924.2165288713516,95.9380826110068,-1.0,-1.0,741.88320407904,-1.0,-1.0,-1.0,983.41858432396,-1.0,814.2524710248331,1084.94258911178,95.9380826110068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,741.88320407904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,983.41858432396,-1.0,814.2524710248331,1084.94258911178,-1.0,95.9380826110068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,388781.343261719,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,283435.526367187,0,0,0.0,0,0,809332.541503906,0,272889.250976562,0.0,0,5314144.68164062,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,388781.343261719,388781.343261719,0.0,0.0,0.0,1365657.318847655,283435.526367187,0.0,809332.541503906,272889.250976562,5314144.68164062,5314144.68164062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F0005,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,6.6,0.033,50.0,1.0,False,False,False,False,False,False,True,False,False,True
F0005,741.88320407904,924.2165288713516,95.9380826110068,-1.0,-1.0,741.88320407904,-1.0,-1.0,-1.0,983.41858432396,-1.0,814.2524710248331,1084.94258911178,95.9380826110068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,741.88320407904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,983.41858432396,-1.0,814.2524710248331,1084.94258911178,-1.0,95.9380826110068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,388781.343261719,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,283435.526367187,0,0,0.0,0,0,809332.541503906,0,272889.250976562,0.0,0,5314144.68164062,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,388781.343261719,388781.343261719,0.0,0.0,0.0,1365657.318847655,283435.526367187,0.0,809332.541503906,272889.250976562,5314144.68164062,5314144.68164062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F0005,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,6.1,0.026,27.0,2.0,False,False,False,False,False,False,True,False,False,True
F0005,741.88320407904,924.2165288713516,95.9380826110068,-1.0,-1.0,741.88320407904,-1.0,-1.0,-1.0,983.41858432396,-1.0,814.2524710248331,1084.94258911178,95.9380826110068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,741.88320407904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,983.41858432396,-1.0,814.2524710248331,1084.94258911178,-1.0,95.9380826110068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,388781.343261719,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,283435.526367187,0,0,0.0,0,0,809332.541503906,0,272889.250976562,0.0,0,5314144.68164062,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,388781.343261719,388781.343261719,0.0,0.0,0.0,1365657.318847655,283435.526367187,0.0,809332.541503906,272889.250976562,5314144.68164062,5314144.68164062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F0005,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,7.8,0.02,38.0,3.0,False,False,False,False,False,False,True,False,False,True
F0005,741.88320407904,924.2165288713516,95.9380826110068,-1.0,-1.0,741.88320407904,-1.0,-1.0,-1.0,983.41858432396,-1.0,814.2524710248331,1084.94258911178,95.9380826110068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,741.88320407904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,983.41858432396,-1.0,814.2524710248331,1084.94258911178,-1.0,95.9380826110068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,388781.343261719,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,283435.526367187,0,0,0.0,0,0,809332.541503906,0,272889.250976562,0.0,0,5314144.68164062,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,388781.343261719,388781.343261719,0.0,0.0,0.0,1365657.318847655,283435.526367187,0.0,809332.541503906,272889.250976562,5314144.68164062,5314144.68164062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F0005,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.049,0.0,0.0,6.1,0.027,43.0,0.0,False,False,False,False,False,True,True,False,False,True
F0005,741.88320407904,924.2165288713516,95.9380826110068,-1.0,-1.0,741.88320407904,-1.0,-1.0,-1.0,983.41858432396,-1.0,814.2524710248331,1084.94258911178,95.9380826110068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,741.88320407904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,983.41858432396,-1.0,814.2524710248331,1084.94258911178,-1.0,95.9380826110068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,388781.343261719,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,283435.526367187,0,0,0.0,0,0,809332.541503906,0,272889.250976562,0.0,0,5314144.68164062,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,388781.343261719,388781.343261719,0.0,0.0,0.0,1365657.318847655,283435.526367187,0.0,809332.541503906,272889.250976562,5314144.68164062,5314144.68164062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F0005,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,6.6,0.033,50.0,1.0,False,False,False,False,False,False,True,False,False,True
F0005,741.88320407904,924.2165288713516,95.9380826110068,-1.0,-1.0,741.88320407904,-1.0,-1.0,-1.0,983.41858432396,-1.0,814.2524710248331,1084.94258911178,95.9380826110068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,741.88320407904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,983.41858432396,-1.0,814.2524710248331,1084.94258911178,-1.0,95.9380826110068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,388781.343261719,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,283435.526367187,0,0,0.0,0,0,809332.541503906,0,272889.250976562,0.0,0,5314144.68164062,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,388781.343261719,388781.343261719,0.0,0.0,0.0,1365657.318847655,283435.526367187,0.0,809332.541503906,272889.250976562,5314144.68164062,5314144.68164062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F0005,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,6.1,0.026,27.0,2.0,False,False,False,False,False,False,True,False,False,True
F0005,741.88320407904,924.2165288713516,95.9380826110068,-1.0,-1.0,741.88320407904,-1.0,-1.0,-1.0,983.41858432396,-1.0,814.2524710248331,1084.94258911178,95.9380826110068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,741.88320407904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,983.41858432396,-1.0,814.2524710248331,1084.94258911178,-1.0,95.9380826110068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,388781.343261719,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,283435.526367187,0,0,0.0,0,0,809332.541503906,0,272889.250976562,0.0,0,5314144.68164062,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,388781.343261719,388781.343261719,0.0,0.0,0.0,1365657.318847655,283435.526367187,0.0,809332.541503906,272889.250976562,5314144.68164062,5314144.68164062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F0005,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,7.8,0.02,38.0,3.0,False,False,False,False,False,False,True,False,False,True
F0005,741.88320407904,924.2165288713516,95.9380826110068,-1.0,-1.0,741.88320407904,-1.0,-1.0,-1.0,983.41858432396,-1.0,814.2524710248331,1084.94258911178,95.9380826110068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,741.88320407904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,983.41858432396,-1.0,814.2524710248331,1084.94258911178,-1.0,95.9380826110068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,388781.343261719,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,283435.526367187,0,0,0.0,0,0,809332.541503906,0,272889.250976562,0.0,0,5314144.68164062,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,388781.343261719,388781.343261719,0.0,0.0,0.0,1365657.318847655,283435.526367187,0.0,809332.541503906,272889.250976562,5314144.68164062,5314144.68164062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F0005,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.049,0.0,0.0,6.1,0.027,43.0,0.0,False,False,False,False,False,True,True,False,False,True
F0005,741.88320407904,924.2165288713516,95.9380826110068,-1.0,-1.0,741.88320407904,-1.0,-1.0,-1.0,983.41858432396,-1.0,814.2524710248331,1084.94258911178,95.9380826110068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,741.88320407904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,983.41858432396,-1.0,814.2524710248331,1084.94258911178,-1.0,95.9380826110068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,388781.343261719,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,283435.526367187,0,0,0.0,0,0,809332.541503906,0,272889.250976562,0.0,0,5314144.68164062,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,388781.343261719,388781.343261719,0.0,0.0,0.0,1365657.318847655,283435.526367187,0.0,809332.541503906,272889.250976562,5314144.68164062,5314144.68164062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F0005,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,6.6,0.033,50.0,1.0,False,False,False,False,False,False,True,False,False,True
F0005,741.88320407904,924.2165288713516,95.9380826110068,-1.0,-1.0,741.88320407904,-1.0,-1.0,-1.0,983.41858432396,-1.0,814.2524710248331,1084.94258911178,95.9380826110068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,741.88320407904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,983.41858432396,-1.0,814.2524710248331,1084.94258911178,-1.0,95.9380826110068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,388781.343261719,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,283435.526367187,0,0,0.0,0,0,809332.541503906,0,272889.250976562,0.0,0,5314144.68164062,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,388781.343261719,388781.343261719,0.0,0.0,0.0,1365657.318847655,283435.526367187,0.0,809332.541503906,272889.250976562,5314144.68164062,5314144.68164062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F0005,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,6.1,0.026,27.0,2.0,False,False,False,False,False,False,True,False,False,True
F0005,741.88320407904,924.2165288713516,95.9380826110068,-1.0,-1.0,741.88320407904,-1.0,-1.0,-1.0,983.41858432396,-1.0,814.2524710248331,1084.94258911178,95.9380826110068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,741.88320407904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,983.41858432396,-1.0,814.2524710248331,1084.94258911178,-1.0,95.9380826110068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,388781.343261719,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,283435.526367187,0,0,0.0,0,0,809332.541503906,0,272889.250976562,0.0,0,5314144.68164062,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,388781.343261719,388781.343261719,0.0,0.0,0.0,1365657.318847655,283435.526367187,0.0,809332.541503906,272889.250976562,5314144.68164062,5314144.68164062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F0005,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,7.8,0.02,38.0,3.0,False,False,False,False,False,False,True,False,False,True
